text,label
but really christian girls do suck,0
हम भारतीय बासी रोटी तो खा सकते हैं किन्तु ये 5साल पुराना बासीबेकारऔर झूठा भा ज पा का जुमला मेनिफेस्तो हजम नही हो पायेगा ।जनता इस बार इस फरेबी पार्टी को सिरे से नकार देगी,1
देखिए दिल्लीनोएडा के ऑटो चालकों का zee news ने किस तरह किया धन्यवाद zeenewssalutesautodrivers coronawarriors video,0
सुन लो सालो चूतियों अपनी id अपने पछुवाडे मे डाल लो जो फॉलोवर नही बढ़ने देते हो तो क्या घन्टा हिलाने बैठा हूँ जेहादियों का सपोर्ट करते हो सच लिखने वालों से फटती है तुम लोगो की देख ले आँखे खोल कर फर्क दिख जायेगा कहा दिसम्बर कहा अगस्त जेहादी साले भड़वे ट्विटर की,0
rt ilovegoodsthingx lady gaga,1
bro what  at humboldt park you gotta be kidding me url,0
कुत्तों का भोंकना मोदी विरोध नहीं बल्कि देश विरोध है। क्योंकि लुटेरों को हर तरह से लगाम लगाने का काम भाजपा की मोदी सरकार कर रही है।,1
जो महाराष्ट्र में हो रहा है यही आदिवासियों के साथ होता है तब आप क्या कहते दलाल मिडिया  पूछता है भारत,1
rampur आजम खान के परिवार पर केस का मामला पुलिस ने कोर्ट में दालिख की चार्जशीट बहन समेत पत्नीबेटे पर दर्ज हैं 28 केस। teachersday2020 uppolice uppinnews policemedianews,0
time to use brute force on these islamic bastards,1
a country full of fat fucking dumb child abusing losers,1
indiafightscorona अपने हाथों को स्वच्छ रखें सुरक्षित रहें बदलकर अपना व्यवहार करें कोरोना पर वार। togetheragainstcovid19,0
चुतिया है साला।,0
मुंबई के मलाड में 4 मज़हबी शांतिदूतों द्वारा एक नर कुत्ते के साथ बलात्कार किया गया उन्होंने उसके पैर बाँध दिए और गैंग ने एकएक कर बलात्कार किया डॉग ने भारी रक्तपात किया डॉग जननांग ने डॉग की डेड रिपोर्ट की अब वे किसी को नहीं बख्श रहे हैं क्यों भाई अब कोई बचा है क्या ,1
why is richie dark skinned fuck that shit,1
फ्रांस की मैगजीन चार्ली हेब्दो अब वह कार्टून फिर से छापने का एलान कियाकल स्वीडन और नार्वे के टीवी चैनलों पर बहस के दौरान कई प्रतिभागियों ने कुडान को फाड़ डाला और एक तो कुरान के पन्ने चबा चबा कर खा गया यानी बहुत जल्द पश्चिम देश जो कश्मीर पर भारत को ज्ञान पेल रहे थे,1
कहासुनी भारत की gdp में 23 फीसदी की ऐतिहासिक गिरावट देखने को मिली है इस गिरावट का आप पर क्या असर दिखा है हमें बताइए,0
as a hindu i very strongly approve,0
he really loved black culture  lol ,0
if white genocide means this guy wont exist sign me up,1
yes says the moron fatshaming a child,1
आप ठीक से चौकेदारी नही कर पा रहे आपके द्वारा up के 31000 अनुदेशको को 17000 मानदेय दिया गया जिसे योगी सरकार 2 साल से दबा के बैठी है कैसी चौकेदारी है ठीक से करिये योगी सरकार ने ये ठान लिया है आपको चुनाव हरा देगी ठीक से करिये चौकेदारी अनुदेशक मानदेय 17000 अनुदेशक मानदेय 17000,1
पंजाब में स्कॉलरशिप घोटाले की जांच के लिए केंद्र ने बनाई कमेटी दैनिक जागरण ने किया था पर्दाफाश punjabscholarshipscam scholarshipscam,1
weebs of any gender are surprisingly welcoming of penises,0
this religion which amarica supports in her damn plans should be banned all over the world,1
झुठलर के तलवे चाटते चाटते इन हरामखोरों का भी देश की अर्थव्यवस्था को डुबोने में बराबर की भागीदारी है  झुठलर पहले ही एक शातिर डकैत था साथ इन कुत्तों का मिल गया  25सितम्बर भारतबंद किसान विरोधी मोदी सरकार 25सितम्बर भारतबंद किसान विरोधी मोदी सरकार,1
feminism era 3 and childhood is coming back,0
जब लोगों को पता चला कि इस अखबार में गांधी जी लिख रहे हैं तो लगभग ढाई हजार लोगों ने पहला संस्करण खरीदा और मुम्बई से अखबार के लिये ऑर्डर आने लगे।,1
women are the most beautiful nurturing souls in this world and nothing should oppress them god this world can be cruel sometimes,0
आ गया दल्ला मुल्लों की दलाली करने अरे जो अल्लाह हो अकबर कह कर मन्दिर तोड़ रहे थे वो मुसलमान नहीं थे। सूअर तू कह रहा हैं कि मस्ज़िद पर हिंदू हमला कर रहा है। थू थू,1
your mom probably fucking prostitutes for food stamps you goddamn slut,1
तू भारत छोड़ और नेपाल जा भोस्डिके वो हिन्दू राष्ट्र है ये देश मुसलमानों का है अगर भारत में रहना है तो सेक्युलर बनकर रहो,1
i swear they are the most ignorant disgusting people ive ever came across,0
karmas a bitch keep making fun and karma will get your stupid pussies ass and ill tell that to your pussy ass face,1
आधुनिक उपकरणों में आत्मनिर्भरता के लिए तकनीकी अपग्रेडेशन जरूरी है। जो उपकरण आज बन रहे हैं उनका नेक्स्ट जेनरेशन तैयार करने पर काम करने की भी जरूरत है। इससे लिए डीआरडीओ के अलावा निजी क्षेत्र और एकेडिमिक इंस्टीट्यूट्स में भी काम किया जा रहा है पीएम,0
selam and respect iran from bosnia,0
she has transitioned and her wife is fully supportive,0
आज केरल के मुख्यमंत्री ने कोच्चि मेट्रो के पहले चरण का उद्घाटन किया। वीडियो कॉन्फ्रेंसिंग के जरिए केंद्रीय मंत्री हरदीप सिंह पुरी भी जुड़े।,0
jack off jew says nobody takes bitcoin hahahahahahis own company takes itwhat i call a jack off jew,1
illegals are coming from the north dumbass do your fuckin home work trump liars,1
हरियाणा के श्रमरोजगार राज्यमंत्री अनूप धानक ने उकलाना की नई अनाज मंडी में 2 करोड़ 50 लाख रूपये की लागत से होने वाले सड़क मरम्मत कार्यों का शुभारंभ किया।,0
girls literally only want one thing and its disgusting url,0
साला आईडी ही फर्जी नाम से चल रही है या कोई दल्ला चला रहा है,1
indiafightscorona मास्क नहीं तो टोकेंगे कोरोना को रोकेंगे पब्लिक प्लेस पर मास्क का प्रयोग अनिवार्य। कोरोना को देनी है मात तो करनी होगी एक नयी शुरआत। thenewnormal maskup staysafe indiawillwin via,0
shutup you idiot isis did horrible things  let him rot in hell,1
womens rights  human rights abortion rights  human rights url,0
so what does being in a great man then be in a hispanic has to do with anything,0
the least we could do this pride month is get a trans mother back to her kids donate and share url,0
he needs diapers on his mouth and ass,1
rt एक चमन चमचा बोला  राम मंदिर बन गया अब बीजेपी किस मुद्दे पर चुनाव लडो़गे मैंने बोला जनसंख्या नियंत्रण बिल ताकि तुम जैसा,1
bareilly मॉब लिंचिंग मामले में 2 आरोपि़ों को पुलिस ने किया गिरफ्तार 6 आरोपियों के खिलाफ पुलिस मे दर्ज किया मुकदमा आंवला क्षेत्र में हुई थी मॉब लिंचिंग। policemedianews,0
his presidency isnt dead his brain is,0
stop playing with my moots like that before i really decide to do witchcraft and place a 1000 year curse on you and your entire family,0
rt मैंने isis का विरोध करते किसी मुस्लिम को नहीं देखा लेकिन rss का विरोध करते लाखो हिन्दुओं को देखा है  है  ना सोचने वा,1
never thought i would be considered white asians very interesting though,0
nothing can be done about being retarded rather be a retard than a bitch,1
जबलपुर  jeemain की परीक्षा देने के बाद छात्र ने बताया आनेजाने में समस्या पर सेंटर पर संतोषजनक इंतजाम।,0
the photo with a black guy is so cool wasa i love,0
 i came out to my mum dad uncle auntie and nan,0
when playboi carti said she just wanna have fun so just let her i felt that,0
all we see is someone being an insecure piece of shit,1
in wales wed just fuck them up,1
10 एजेंसियों को किसी भी कंप्यूटर की निगरानी और डाटा की जांच का अधिकार दिए जाने के खिलाफ दायर याचिकाओं पर सुप्रीम कोर्ट ने सुनवाई टाली। याचिकाओं में सरकार के आदेश को मनमाना बताया गया है। याचिकाकर्ताओं का कहना है कि सरकार निजता के मौलिक अधिकार का हनन कर रही है,0
भारत माता को 70 साल पहले एक लाल हुआ। और आज भारत माता को पीलिया हो गया साला सब कुछ बेच भी रहा है और और ऊपर से कर्ज भी ले रहा है लेकिन दे कुछ नही रहा सिवाए आश्वासन के मित्रो,1
 im mexican most mexicans here legally love our  you have no clue,0
these monsters will not stop at anything just like drug dealers,1
सामाजिक एवं आर्थिक विकास को समर्पित उत्तर प्रदेश का विश्वस्तरीय इंफ्रास्ट्रक्चर प्रदेश को उन्नति के पथ पर अग्रसर करने में सहायक है।,0
slytherin  gryffindor  post you and your so in your hogwarts uniform below im curious to see the house couples url,0
if aids came from a guy fucking a monkey then what comes from a guy fucking a crocodile,1
प्रणब मुखर्जी का अंतिम दर्शन करने पहुंचे पीएम मोदी दी श्रद्धांजलि pranabmukherjee pranabdalastrites,0
im not an arabian but im close bc im a persian so im kinda like that,0
मादरचोद gandhi nehru किधर मर गया देख लौड़े अपने भारत को तेरी मूर्ति जिधर देखूंगा तोड़ दूंगा। कौन हरामी बोलता है हिन्दू मुस्लिम भाईभाई।हिंदुओ सिर्फ ट्वीट करनेसे नही होगा ये दोगले किसी मिशन पर है।कब सुरु करोगे काटना हरामी मुल्ले की औलादों धर्मयुद्ध कर justice for eklavya,1
पूर्व भारतीय क्रिकेटर सुरेश रैना ने पंजाब में अपनी बुआ के परिवार पर हमले की जांच की मांग करते हुए अपनी बुआ के लड़के की मौत की जानकारी साझा की है sureshraina,0
संजय सिंह गुंडा है मार साले को,1
dear allah please give me a strength atleast once ,0
dgaywisher hey gdaywisher i hope you can fuck right offyou iq deficient robot,1
पुजारियों को भी वेतन दो मैं इस ट्रेंड का समर्थन करता हूँ और इसे शुरू करने के लिए का आभार प्रकट करता हूँ,1
holy fuck she really is ugly as a motherfucker,1
rt ऑफिस कंगना का गिरा और बिलबिलाने मीडिया के पालतू एंकर्स लगे अवैध ऑफिस गिराने में इनको फासिज्म दिखने लगा  सालों से दर्जनों,1
निशा सिंह भक्तों को यही मालूम नहीं है कि आईपीएल क्या होता है इन कुत्तों को सिर्फ यही मालूम है हिंदूमुस्लिम बस और लगता है और जितने भगत है ना उनके घर का गेट रात को खुला रहता ह तभी तो आदित्य विनायक जैसी औलादे पैदा होती है ना,1
मोदीजी को चिठ्ठी देश के गद्दार जिहादि जो जब मर्जी4 साल की हिन्दू बच्ची के साथ दरिंदगी कर उसे बेदर्दी से मौत के घाट उतार देते है मथुरा मे भरत यादव को मुसलमानो की भीड पीट2 कर मौत के घाट उतार देती तो मोब लॉन्चिंग नही लेकिन एक बाइक डकैत को जनता की पिटाई से मौत हो गईतो रंडी रोना सुरु,1
ballia युवक को दिनदहाड़े पत्नी के सामने गोली मारकर मौत के घाट उतारा गोली चलने से इलाके में मचा हड़कंप पुलिस ने शव पोस्टमार्टम के लिए भेजा हल्दी थाने के जवाही दियार का मामला। policemedianews,0
shout out to the black female sherif i drove past you go girl the police force needs more representation,0
a pussy ass hoe could neva url,1
चीन के खिलाफ भारत का एक्शन video pubg mobile,0
महाराष्ट में समाजवादी पार्टी नेता अबू आजमी के समर्थन में पाकिस्तान जिंदाबाद के नारे लगाए जा रहे है वडाळा स्टेशन मुंबई,1
आपराधिक घटनाओं को अंजाम देने के लिए भाड़े पर हथियार देने वाले गिरोह का पर्दाफाश पुलिस ने कई सप्लायरों को दबोचा abpbihar,0
स्टार्टअप्स में चाइनीज निवेश की हो जांच cait ने पीयूष गोयल को 141 कंपनियों की लिस्ट भेजी via piyushgoyal cait chineseinvestments,0
rt जिन भक्तो को कंगना मे झांसी की रानी नजर आती है   शायद उनको आसाराम मे भी अपना बाप नजर आता हैं ll  agreeretweet,1
bmc के कुत्तों अब कहा हो।।,0
sushant singh supreme court judgement सुशांत सिंह राजपूत केस में सीबीआई जांच पर बड़ा फैसला वाह वाह क्या सुप्रीम कोर्ट है देश में हो रहे अत्याचार भ्रष्टाचार बलात्कार घोटालो पर कोई सुनवाई नहीं करेगा लेकिन सुंसात राजपूत केस में सबसे पहले सुनवाई होगी,0
salesian female academic athlete scholar of the year annjeel  salesian college preparatory url,0
पूरे करोना काल में टीवी पर सबसे ज्यादा चर्चित नेता मोदी जी बने जबकि जलील होने के मामले में राहुल गांधी अभी भी नंबर वन पर है ,0
जीडीपी आज गिरी है कल खड़ी हो जाएगीइसका यह मतलब नही कि देश को देश बेचने वालों के हवाले कर दे मोदी जिंदाबाद था है रहेगा,1
rheachakraborty को नहीं जानते थे संदीप सिंह कहा sushantsinghrajput ने मेरे सामने कभी ड्रग्स नहीं लिए,1
at community event in japan female ofws walk up stage to give duterte a kiss url,0
great picture joe are you going to sexual abuse someone from that room,1
बंगाल में bjp सरकार नही है इस लिए सभी मीडिया वाले भाजपा के कार्यकर्ता बनकर काम कर रहे है। 1 बच्चे की जान जाने पर बंगाल सरकार से सवाल करते है अच्छा करते है। पर ये दोगले पत्तलकार bjp शासित राज्यों में कहा चले जाते है up में सिर्फ लाख रुपये की वजह से 1000 बच्चों की जान गई थी।,1
interesting studied judaism and islam and both interested me a lot,0
suck my dick you braindead pozzed pussy research shows,1
चिंतामनी 19 क्या दिव्यांग व्यक्ति के लिए भी है कोई बीमा पॉलिसी insurance irda insurancecover personalfinance finance,0
i bet men in their 70s shoot their cum to this little whore,1
vijay shankar को टीम से नहीं निकाला तो वो टीम को टूर्नामेंट से ही निकलवा देगा indvswi,1
when nation celebrate the big achievement what makes me proud is my hero ms dhoni also serving country now url,0
sick of these niggas hire some help get rid of these niggas,1
some of the smartest and nicest people i have met are from india much respect,0
लॉकडाउन के दौरान बुक एयर टिकटों का पूरा पैसा होगा रिफंड via airticket lockdown refund,0
सुशांत को न्याय देश दिलाएगा आप दिलाएंगे iamsushant पर ट्वीट करें live,0
छे साल पहले पूजीपतियों ने एक कुत्ता पाला था। वो भी देशी। और तो और साला वफादार भी निकला। पूँजीवाद,1
ये साले संजयसिंह को police पकड़ के। इसकी गाँड लाल कर देनी चाहिये साला गुण्डा कहीका हरामी का पिल्ला,1
सारे मन्दिर थे मन्दिर है मन्दिर रहेंगे।कहीं भी कोई गड़बड़ छोड़ी नहीं जायेगी वापस दुरुस्त मन्दिर बनायेगे।,1
कृपया जांच कर आवश्यक कार्यवाही करें।,0
मप्र कोरोना अपडेट 010920 शाम 6 बजे तक पिछले 24 घंटे में मिले 1525 कोरोना पॉज़िटिव32 मृत्यु स्वस्थ हुए1335 भोपाल में 199 इंदौर में 258 जबलपुर में 129 ग्वालियर में 206 कोरोना पॉज़िटिव मिले कुल पॉज़िटिव65490 कुल मृत्यु 1426 स्वस्थ हुये  49992 एक्टिव केस 14072,0
lol these pathetic bullshit online keyboard jihadis are the stupides humans alive,1
आरक्षण नही था तब भी अपमानित होते थे। आरक्षण है तब भी अपमानित होते है मतलब अपमानित होने की वजह आरक्षण नही वो धर्म है जिसमे हम पैदा हुए है।,1
im a straight ally and please know that you are accepted and loved please take your time i will always accept you,0
कंगना के समर्थन में करणी सेना शिवसेना के खिलाफ प्रदर्शन में फूंका संजय राउत का पुतला,0
on gay pride day too we all love brendon dude,0
the first all female superhero team up movie and best comic book movie of all time is coming url,0
rt पाक की छोड़ो अब तो चीन की भी गिली होने लगी है पुरानी से पुरानी बीमारी का शर्तिया इलाज डॉक्टर नरेंद्र मोदी ,1
after watching thisi think asian people are cute af,0
as a dude who is 6ft short girls are actually really cute,0
cock of duty modern gay fuck stupid,1
white people have to recognize their inferiority and accept that black cock is the pathway towards a more free just world,1
शाहीन बाग में धरने पर बैठी 1300 महिलाएं गर्भवती हुई ये सब धरने पर बैठी थी या आबादी बढ़ाओ मुहिम पर,0
have fun being a virgin for the rest of your life,0
make em build that fucking wall by hand,1
pmcare फण्ड पब्लिक अथॉरिटी नही है इसलिए rti नही लागू होती। मतलब प्राइवेट ट्रस्ट है। ट्रस्टसोसाइटी का रजिस्ट्रेशन  इनकम टैक्स छूट आदि महीनों लग जाते हैं। डोनेशन 3 साल बाद मिलता है। फिर pmcare को 4 दिन में 2105 करोड़ सरकारी उपक्रम से कैसे मिल गया। मतलब मोदी जी के लिए कानून नही।,1
शिशुपाल बैठ जा मौलाना बैठ जा बैठ और सुन तु कितना भी चिल्लायेगा मंदिर वही बनेगा घोड़े खोल ले मंदिर वही बनेगा। ये किस महान पुरुष के शब्द हैं। ,1
illegal immigrants have no rights lol deport them please get them outta here there criminals,1
rjd में शामिल होंगे रामा सिंह लालू यादव के करीबी नेता रहे रघुवंश प्रसाद सिंह पर साधा निशाना रिपोर्ट bihar,0
well at least he didnt grab her pussy url,1
slim waist pretty face and she dont fw hoes url,0
चुप बकैती बंद डकैती नेता ना ना चोर है केजुवा का तू हीरो बन गया बहुत बड़ा छीछोर है लतखोर है लतखोर है चोर है साला चोर है संजय सिंह गुंडा है,1
i need to start meeting other trans people in real life,0
all im sayin is that id love to see more muslim fashion bloggers showcase models size 12 and up please and thank you,0
i dont know something about it being a race issue which i dont think it is,0
i can smell her filthy stink through the fucking phone and im offended that she keeps wasting oxygen that would be better used on someone else,1
प्रदेश में बसों का सुचारू रूप से संचालन किया जा रहा है। कल 5900 बसों के माध्यम से 970000 लोगों ने यात्रा की acs गृह व सूचना श्री जी,0
templeterrorattack मादरचोद मीडीया वाले भी मस्जिद या चर्च में किसी ने कुछ फ़ैकने की news चला देते हैं लेकिन मंदिर टूटने पर मौन,0
point is the lgbtq community is very open with sexuality,0
झुकता ही नहीं सर किसी जालिम के सामने हिम्मत ही ऐसी दे गया सजदा हुसैन का,1
one love africa people power our power,0
रिया के मातापिता से cbi को सुराग़ सुशांत की मौत पर कितनी फेक न्यूज़ आज की हर बड़ी ख़बर के लिए देखिये zee super 30 655 pm पर,0
समाज का नुकसान बुरे लोगों से नहीं बल्कि अच्छे लोंगो के चुप  रहने से होता हैं l,1
ये अटल जी के बस की बात ही नही थी जो काम मोदी और अमित शाह जी ने किया।,1
रूस के राष्ट्रपति व्लादिमीर पुतिन ने पूर्व राष्ट्रपति प्रणब मुखर्जी के निधन पर संवेदना व्यक्त करते हुए उन्हें रूस का सच्चा दोस्त बताया राष्ट्रपति vladimirputin ने कहा कि pranabmukherjee भारतीयता और उच्च अंतरराष्ट्रीय समझ वाले सम्मानित व्यक्ति थे,0
मोहतरमा 2014 के पहले तो अम्बानी भूखा मर रहा होगा  और जो u p a govt ने एक लाख करोड़ के काम दिए थे उनका क्या  उल्लूओं को दिन में दिखाई नही पड़ता है,1
holy fuck i would love those tits in my face as you rode my hard cock,1
hes a true african man lol url,0
इयोन मॉर्गन ने उंगली टूटने के बावजूद खेलना जारी रखा फैंस के दिल में बनाई जगह  engvaus,1
जब प्रणब मुखर्जी को लगातार तीन दिन तक एक ही शर्ट पहने रहने पर इंदिरा गांधी ने टोका via,0
 ashraf 3 appears in 3d the 120year war of the iranian people for freedom and democracy url,0
run ur mouth i guarantee ur a weak bitch irl,1
then im grab my hands around your neck while i dry fuck your ass and laugh at you,1
भारतीय क्रिकेट को अपनी आभा से ऊष्मित करने वाले महान खिलाड़ी उत्तर प्रदेश के रत्न श्री जी का खेल जीवन उपलब्धियों से पूरित रहा है। आपका धैर्यआपका समर्पण भाव प्रेरणास्पद है। उत्तर प्रदेश सहित पूरे देश को आप पर गर्व है। जीवन की नई पारी के लिए मंगलकामनाएं,0
trump cheeto ass just needs to be assassinated already,1
aww congrats you beautiful bi babs,0
 tweeted the promotional video of the hindi version where aryan is heard introducing himself as simba url,0
thats an informative video proud hindu here,0
rt मोदीजी और जब सारा देश सेना के साथ खडी है पर दो सयाने विदेश मे पडे है इसलिए बोलते हैं विदेशी मां का बेटा कभी देशभक्त न,1
या तो दिल्ली पुलिस नपुंसक है या केंद्र सरकार। 300 लोगों से ज्यादा की भीड़ मंदिर पर हमला करती है और पकड़ा एक सुअर जाता है ये या तो दिल्ली पुलिस की नाकामयाबी है या मोदी जी और शाह का कोई विश्वास जीतने का कोई प्रोग्राम।शाह साहब शर्म करो।,1
सबसे बड़ा भड़वा है तू हरामजादे। पढ़ा लिखा गंवार है तू झूठा मक्कार है तू। किसानो को भड़काता है किसान नहीं कमीना है तू। क्या मिलता है किसानो की भावनाओ से खेलकर चाट सूअर पिछ्वाड़ा चाट विदेशियों का पहले अंग्रेजो काअब इटालियन का कुछ नहीं हासिल होगा।जो बो रहा है वहीं काटेगा तू।,1
रमाकांतउमाकांतअतीक अहमदdp यादवददुआबालकुमार पटेलभालचंद्रमुख्तार अंसारीशहाबुद्दीनराजूपालओमप्रकाश पासवानजवाहर सिंहफूलन देवीसूरजपाल जैसे लोग गुंडेमाफिया नही हैंथे ये सामंती व्यवस्था के खिलाफअस्तित्व की लडाई लडते योद्धा हैं जो मनुवादी मीडिया के दुष्प्रचार का शिकार हुए।,0
can we please try and pass a law where beating these fools is an acceptable part of my mondays,0
साले जेएनयू छाप कमिने लोग हिन्दुओं को यह कहते है की संविधान सबको बराबर अधिकार देता है। सच्चाई यह है कि यह बराबर अधिकार नहीं देता है।,1
कमीनी होति है लडकिया,1
this fucking arsehole comes to our country disrespects culture breaks more laws than i can count and makes monetised content out of a dead body i fucking hate tourists,1
i took a big shit inside her mouth and then i fucked it,1
जब मंदिर तोड़ा जा रहा था उस भीड़ के सपोर्ट में केजरीवाल के मंत्री इमरान हुसैन भी आये थे गुप्ता परिवार पर हुए हमले और मंदिर टूटने के मुद्दे पर केजरीवाल की चुप्पी आपराधिक हैं झारखंड से लेकर गुरुग्राम तक हर छोटे बड़े मुद्दे पर बोलने वाला एकदम गूंगा बन गया ये चुप्पी शर्मनाक हैं,1
i was about to say theyre protesting in the only middle eastern country that wouldnt execute them onsight for degeneracy,1
ये देखो इस्लाम क्या क्या सिखाता है जिहाद से लेकर आतंकवादी और दंगों से लेकर चोरी बुर्खे की आड़ में चद्दर चुराती महिलाएं,1
ईज ऑफ डूइंग बिजनेस रैंकिंग में उत्तर प्रदेश दूसरे स्थान पर देश में कारोबार के अनुकूल माहौल बनाने में उत्तर प्रदेश सरकार ने किया सराहनीय कार्य।,0
wouldnt get tired of kicking that bint with the purple hairs head in,1
असंगठित क्षेत्र के कामगारों के लिए खुशखबरी सरकार करने जा रही है यह बड़ा काम via,0
पाक की छोड़ो अब तो चीन की भी गिली होने लगी है पुरानी से पुरानी बीमारी का शर्तिया इलाज डॉक्टर नरेंद्र मोदी ,0
acting like you could catch me going a single day without watching batman when i was in school smh,0
पुलिस आपके लिए नहीं बनी है न्यायपालिका आपके लिए नहीं बनी है पूरे भारत के पुलिस 10लोगों के लिए काम करती है पूरे भारत की न्यायपालिका 10के लिए काम करती है उसकी अपराध को बचाने में के लिए काम करती है 90को लूटने फंसा कर बर्बाद करती है90कमाई की जरिया है पुलिस की न्यायपालिका की,1
jean viloria you dont know what she identifies as you just did it too,0
whos the fag on the left,1
love the diversity and while camila was kind of a damsel in distress more women were portrayed as able badasses,0
यूपीः रायबरेली में दिनदहाड़े गायब हुआ नाबालिग बच्चा गांव में सनसनी युवती पर आरोप,0
ये विडियो 150720 को रिकॉर्ड कि गई हैं। विडियो महावीर कैंसर संस्थान से संबंधित हैं।,0
मुसलमानों को ज्ञान देता हुआ एक मुसलमान बुद्धिजीवी इस भीड़ में बैठे हुए कई ऐसे है जो आप के आस पास रहते होंगे कहा हो काफिरों आओ मै उम्मीद करता हूं इस वीडियो को देखने के बाद थोड़ा भी मन में संका हो भाई चारे का वो निकल जाएगा ये आज हर हिंदू तक ये वीडियो पहुंचनी चाहिए ,1
israel की शराब कंपनी माका ब्रेवरी ने राष्ट्रपिता mahatmagandhi का अपमान किया है। कंपनी ने अपनी शराब की बोतलों और केनों पर महात्मा गांधी के चित्र छापे हैं। कंपनी की करतूत पर कड़ी आपत्ति जताई गई है।,0
girls and boys can be friends without being attracted to one another,0
most annoying and unattractive woman ever,0
कोई कुत्ते की तरह भोके गा उसे लात मार के चुप ही कराया जाएगा ना,1
कश्मीर में पत्थरबाजों की भीड़ ने भगाया आतंकी कानून की किताब का पहला ब्रह्मवाक्य बदलने का वक़्त आ गया है सौ मासूम पत्थरबाज भले ही मारे जाएं मगर एक आतंकी बचना नहीं चाहिए,1
me sending death threats  die bitch die,1
couldnt be further from the truth most guys like girls that are shorter than them,0
with pride arriving in just a couple days here let this be your reminder ace people are part of the lgbtq community url,0
kill them all and start with those ugly babies,1
सीएसके के खिलाड़ियों की एक रिपोर्ट आ गई है अब 3 सितंबर को दूसरा टेस्ट भी होने वाला है  ipl2020,0
200 new immigrants from france russia argentina brazil venezuela arrived in israel on jewish agency flights url,0
nuke africa and the middle east and asia then if you want population control fool,1
उद्योग बन्धु से तीन तरह के उद्यमियों का जुड़ाव रहता है। एक वे जो अपना उद्योग संचालित कर रहे हैं दूसरे वे जिनके उद्यम स्थापित हो रहे हैं तथा तीसरे वे उद्यमी जो प्रदेश में उद्योग लगाने के इच्छुक अथवा प्रयत्नशील हैं acs गृह व सूचना श्री जी,0
चमचे कहते है कि पाकिस्तान से हिन्दुओ को इसलिए बुलाया जा रहा है ताकि बाद मे मोदी पाकिस्तान पर परमाणु बम गिरा दे आईडीया अच्छा है,1
बिल नहीं दे पाया दंपत्ति तो अस्पताल ने खरीद लिया बच्चा चार कमरे सील,1
durgeshyadav हत्याकांड आरोपी पलक ठाकुर का सत्ता कनेक्शन आया सामने abpganga,0
they need to be thrown under the jail,1
रेंकिन माउंटेन पर 57 साल बाद फिर से तिरंगा भारतीय सेना के शौर्य और पराक्रम को सादर नमन जयहिंदकीसेना indianarmy indiansoldiers,0
its interesting what so many of us view as masculine energy url,0
रूस को हाथ पैर जोड़कर समझौता के लिए नाक रगड़ रही थी चीन से समझौता करा दो बेवकूफ भारतवासी को मत बना देश की नाक कटा दी अब तो इससे भी जीत बता देगी बेशर्मी की हद हो गई डोकलाम किसके कब्जे में है थोड़ा बताने की कष्ट करेंगी ऐसे ही रही तो गलवान घाटी भारत के हाथ से चली गई समझ लो,1
रंडी के इस्लामी जिहादी सूअर गटर की ओलाद भोसड़ी के चावडी बाजार दिल्ही में हरामी कोम मुल्लो ने मंदिर को तोड़ दिया इस पर कुछ बोलो,1
please join us in a oneminute prayer for those with autism url url,0
im sure they will make that prince guy black and all men will be pussies,1
ncb के सामने रिया चक्रवर्ती का बड़ा कबूलनामा हां मैं भाई से ड्रग्स मंगाती थी,0
